provider,model,0-10 moves,11-20 moves,21-40 moves,41-60 moves,61-80 moves,81-100 moves
openai,o3-2025-04-16,100.0,100.0,100.0,100.0,99.5,98.0
openai,o3-mini-2025-01-31,94.0,96.0,96.0,98.5,98.0,96.0
openai,o4-mini-2025-04-16,90.0,81.0,78.5,73.0,61.0,54.0
