provider,model,0-10 moves,11-20 moves,21-40 moves,41-60 moves,61-80 moves,81-100 moves
google,gemini-2.0-flash-lite-001,94.4,88.6,81.7,76.3,71.6,69.9
google,gemini-2.0-flash-001,94.3,92.0,86.6,82.0,79.7,77.7
