provider,model,0-10 moves,11-20 moves,21-40 moves,41-60 moves,61-80 moves,81-100 moves
google,gemini-2.0-flash-001,87.0,45.0,12.5,15.0,0.5,0.0
openai,gpt-4.1-nano-2025-04-14,86.0,45.0,11.0,3.0,1.0,1.0
openai,gpt-4o-mini-2024-07-18,86.0,45.0,11.0,3.0,0.0,0.0
openai,gpt-4.1-mini-2025-04-14,85.0,45.0,17.0,20.0,15.0,12.0
google,gemini-2.0-flash-lite-001,82.0,48.0,32.0,70.5,76.0,71.0
